sku,name,country,region,proposed_subregion,classification,current_subregion,gap_type,subregion_action_source,confidence,reasoning,lane_recommendation,priority_score,priority_rank,priority_reason,live_product_id,overall_confidence,validation_status
WRW3798DJ,Domaine Giraud  Chateauneuf du Pape - Tradition,France,Rhône Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,220.00,213,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,row-5903-1774263062984,0.85,validated
WRW3799DJ,Domaine Giraud  Chateauneuf du Pape - Les Grenaches de Pierre,France,Rhône Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,220.00,214,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,row-5921-1774263062984,0.85,validated
WRW3839AF,"Delas  Chateauneuf du pape ""Haute Pierre""",France,Rhône Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,220.00,215,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,row-5831-1774263062984,0.85,validated
WRW3840AF,"Delas  Hermitage ""Domaine des Tourettes""",France,Rhône Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,220.00,216,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,row-5822-1774263062984,0.85,validated
WRW4075AJ,Lillian  Syrah,USA,California,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,220.00,217,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,row-4256-1774263062973,0.9,validated
WRW4157AJ,Mollydooker  'Gigglepot' Cabernet Sauvignon,Australia,McLaren Vale,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,220.00,218,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,row-4295-1774263062973,0.9,validated
WRW4158AJ,Mollydooker  'Blue Eyed Boy' Shiraz,Australia,McLaren Vale,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,220.00,219,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,row-4281-1774263062973,0.9,validated
WRW4159AJ,Mollydooker  'Enchanted Path' Shiraz Cabernet - McLaren Vale,Australia,McLaren Vale,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,220.00,220,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,row-4271-1774263062973,0.9,validated
WRW4160AJ,Mollydooker  'Carnival of Love' Shiraz - McLaren Vale,Australia,McLaren Vale,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,220.00,221,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,row-4265-1774263062973,0.9,validated
WRW4264DJ,Bret Brothers  Morgon “les Charmes” (Magnum) (1.5 L),France,Burgundy,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,220.00,222,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,row-5881-1774263062984,0.9,validated
WRW4266DJ,Bret Brothers  Morgon  Fleurie “Grand Pre” (Magnum) (1.5 L),France,Burgundy,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,220.00,223,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,row-5882-1774263062984,0.9,validated
WRW4372AA,Eugenio Collavini  Pignolo DOC,Italy,Friuli-Venezia Giulia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,220.00,224,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,row-3213-1774263062967,0.9,validated
WRW4684AD,Penfolds  Bin 707 Cabernet Sauvignon,Australia,South Australia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,220.00,225,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,row-3968-1774263062971,0.95,validated
WRW4685AD,Penfolds  St.Henri Shiraz,Australia,South Australia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,220.00,226,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,row-3963-1774263062971,0.95,validated
WRW4686AD,Penfolds  Grange Bin 95,Australia,South Australia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,220.00,227,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,row-3897-1774263062970,0.95,validated
WRW4694AD,Penfolds  RWT Bin 798 Shiraz,Australia,Barossa Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,220.00,228,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,row-3965-1774263062971,0.95,validated
WRW4723AD,Penfolds  Grange 2013 Aevum Limited Edition Decanter,Australia,South Australia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,220.00,229,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,row-3884-1774263062970,0.95,validated
WRW4730DJ,Ferraton Pere & Fils  Cornas Lieu-dit Patou,France,Rhône Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,220.00,230,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,row-5894-1774263062984,0.9,validated
WRW4731DJ,Ferraton Pere & Fils  Cote-Rotie Lieu-dit “Montmain”,France,Rhône Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,220.00,231,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,row-5884-1774263062984,0.9,validated
WRW4732DJ,"Ferraton Pere & Fils  Ermitage ""Le Meal""",France,Rhône Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,220.00,232,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,row-5905-1774263062984,0.9,validated
WRW4810DW,Bodega Volcanes de Chile  Igneo,Chile,Rapel Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,220.00,233,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,row-5337-1774263062981,0.88,validated
