sku,sku_base,name,classification,wine_color,style,country,region,subregion,appellation,vintage,brand,grape_variety,wine_body,wine_acidity,wine_tannin,flavor_tags,food_matching,overall_confidence,desc_en_short,desc_en_full,bottle_size,price,validation_status,enrichment_priority,quality_score_total,score_completeness,score_description,score_taxonomy,score_consistency,score_enrichment,scope,missing_fields,issues
WWW2033AD,WWW2033,Villa Maria  Private Bin Chardonnay,White Wine,Pale straw yellow.,Chardonnay,New Zealand,,,,,Villa maria,Chardonnay,Medium,Medium,Low,"[""fruit"",""oak""]",Chicken|Fish|Seafood|Vegetables,0.847,"This wine is fruit-driven in style, exhibiting ripe peach and pear aromas with underlying citrus and fig notes. On the palate these initial fruit flavours are followed by a creamy texture with integrated oak characters. A medium bodied wine that is soft and styled for enjoyment now and over the next two to three years. Enjoy with an antipasto platter, chicken Caesar salad or seafood dish.","<div class=""prod-desc"">
<p>This wine is fruit-driven in style, exhibiting ripe peach and pear aromas with underlying citrus and fig notes. On the palate these initial fruit flavours are followed by a creamy texture with integrated oak characters. A medium bodied wine that is soft and styled for enjoyment now and over the next two to three years. Enjoy with an antipasto platter, chicken Caesar salad or seafood dish.</p>
</div>",,749,validated,2,74,29,15,15,5,10,wine,region; vintage,desc_en_short too long (> 200 chars); Missing region; Missing vintage for wine product
WWW2039DP,WWW2039,Silverlake  S Series Sauvignon Blanc,White Wine,Pale straw green.,Sauvignon Blanc,Thailand,,,,,Silverlake,Sauvignon Blanc,Medium,High,Low,"[""herbal"",""floral""]",Fish|Seafood|Spicy Food|Vegetables,0.857,"<strong><span style=""color: #ff0000;"">*Made from Australian Grapes and handcrafted in Thailand.</span></strong>
<p>A zesty refreshing Sauvignon Blanc. Pale straw in color, crisp acidity, complements enticing aromatics of lemongrass and lime with a sweet hint of flowers.</p>","An easy drive from Pattaya and Bangkok, SILVERLAKE VINEYARD encompasses a multitude of features for visitors: There is the beautiful Tuscan style Winery Compound stocked with the latest Italian technology, easily toured alongside the surrounding Vineyard or a visit to the Cellar Door to taste the exciting wines on offer.

A Destination for Wine
Immersing themselves in the culture of cultivating grapes and wine making, SILVERLAKE VINEYARD bears both wine and table grape varieties and boasts the latest wine making and juicing technology from Italy, speaking to the interest of the founders in helping to promote Thailand as a new-latitude wine region.

WINE MAKER
Life is about new challenges and the opportunity to make great wine. I'm thrilled to be part of the Silverlake team helping to craft exceptional wines in the worlds newest and most exciting wine region.

.",,749,validated,2,74,29,15,15,5,10,wine,region; vintage,desc_en_short too long (> 200 chars); Missing region; Missing vintage for wine product
WWW2169AJ,WWW2169,Corte Viola  Pinot Grigio IGT,White Wine,Straw yellow with greenish hints.,Pinot Gris,Italy,,,,,Corte Viola,Pinot Grigio,Medium,High,Low,"[""fruit"",""herbal"",""floral""]",Mushroom|Soft Cheese|Seafood|Vegetables,0.887,"Straw yellow with greenish hints. Pleasantly fresh, with floral and fruity notes of green apple and citrus, with a light almond aftertaste. Well balanced, dry and sapid, medium-body, leaves a pleasant sensation of cleanliness and freshness.","<div class=""prod-desc"">
<p>Straw yellow with greenish hints. Pleasantly fresh, with floral and fruity notes of green apple and citrus, with a light almond aftertaste. Well balanced, dry and sapid, medium-body, leaves a pleasant sensation of cleanliness and freshness.</p>
</div>",,799,validated,2,74,29,15,15,5,10,wine,region; vintage,desc_en_short too long (> 200 chars); Missing region; Missing vintage for wine product
WWW2207BU,WWW2207,Jacob's Creek  Classic Chardonnay (375 ml),White Wine,Yellow straw,Chardonnay,Australia,,,,,Jacob's Creek,Chardonnay,Medium,Medium,Low,"[""fruit"",""oak""]",Chicken|Fish|Seafood|Pasta|Vegetables,0.847,"<p><span style=""color: #ff0000;""><strong>*Minimum Qty Allowed in Shopping Cart 12 Bottles.</strong></span></p>
<p>Attractive melon and fresh fruit flavours complemented by subtle toasty oak that are all hallmarks of this fresh crisp variety.</p>
<p>Wine Score : 89 POINTS, Decanter (Apr-18)</p>
<p>Award : PLATINUM, Critics Challenge 2018</p>","<div class=""prod-desc"">
<p>Our classic range offers fresh, great tasting wines that have been created to drink now. Our flagship range, Classic is a popular choice with consumers who seek excellent value and consistent quality.</p>
</div>",,345,validated,2,74,29,15,15,5,10,wine,region; vintage,desc_en_short too long (> 200 chars); Missing region; Missing vintage for wine product
WWW2215BU,WWW2215,George Wyndham  Bin 222 Chardonnay (750 ml),White Wine,Yellow straw,Chardonnay,Australia,,,,,George Wyndham,Chardonnay,Full,Medium,Low,"[""fruit"",""oak"",""mineral""]",Chicken|Mushroom|Fish|Seafood|Pasta|Vegetables,0.847,"<p>Generously flavoured with a creamy texture that is held together with soft acidity. Rich stone fruit and citrus with balanced oak and malo-lactic ferment flavours. The wine has obvious presence by combining fruit intensity, oak aging and malolactic fermentation for a modern twist on a classic style.</p>
<p>Award : SILVER, Sydney Royal Wine Show 2018</p>","<div class=""prod-desc"">
<p>George Wyndham is one of the founding fathers of the Australian Wine industry having planted his first commercial vineyard in 1830. His innovative spirit is a proud legacy that endures to this day at George Wyndham. Wyndham Estate BIN wines are multiregional blends, with fruit sourced from Australia’s premium viticultural regions. The BIN range of wines reflect the full-flavoured fruit style for which George Wyndham is famous.</p>
</div>",,595,validated,2,74,29,15,15,5,10,wine,region; vintage,desc_en_short too long (> 200 chars); Missing region; Missing vintage for wine product
WWW2245BN,WWW2245,Greywacke  Riesling,White Wine,Pale straw yellow,Riesling,Germany,,,,,Greywacke,Riesling,Light,High,Low,"[""fruit"",""herbal"",""floral""]",Chicken|Fish|Seafood|Spicy Food|Vegetables,0.887,"A virtual fruit salad of mandarin segments, white fleshed peaches and crisp apples, sprinkled with lemon blossom and a dollop of honey. A lively, aromatic off-dry style that delivers a sherbet-like balance of bright, natural acidity and a subliminal touch of sweetness.","<div class=""prod-desc"">
<p>A virtual fruit salad of mandarin segments, white fleshed peaches and crisp apples, sprinkled with lemon blossom and a dollop of honey. A lively, aromatic off-dry style that delivers a sherbet-like balance of bright, natural acidity and a subliminal touch of sweetness.</p>
</div>",,1129,validated,2,74,29,15,15,5,10,wine,region; vintage,desc_en_short too long (> 200 chars); Missing region; Missing vintage for wine product
WWW2402AD,WWW2402,Penfolds  Koonunga Hill Chardonnay,White Wine,Pale straw.,Chardonnay,Australia,,,,,Penfolds,Chardonnay,Medium,Medium,Low,"[""fruit"",""oak""]",Chicken|Fish|Seafood|Vegetables,0.847,"A light to medium bodied Chardonnay with rockmelon and grapefruit at the fore. A gentle creamy texture gives excellent mouthfeel without being cloying, while spicy French oak plays a minor supporting role. Subtle citrus like acid ensures refreshing length on the finish.","<div class=""prod-desc"">
<p>Koonunga Hill Chardonnay reflects Penfolds' multi-region, multi-vineyard blending policy, which enables winemakers to source the best parcels of fruit to produce consistently high quality wines from each vintage. A light to medium bodied Chardonnay with distinctive primary fruit characters, sustained intensity and a subtle underlay of moderate oak.</p>
<p>Launched in 1993, Penfolds Koonunga Hill Chardonnay mirrors its sister red wines as one of Australia's best value white wines, offering exceptional quality at an affordable price.</p>
</div>",,695,validated,2,74,29,15,15,5,10,wine,region; vintage,desc_en_short too long (> 200 chars); Missing region; Missing vintage for wine product
WWW2409DD,WWW2409,Angove  Long Row Riesling,White Wine,Bright pale-medium straw colour with some green hues.,Riesling,Australia,,,,,Angove,Riesling,Light,High,Low,"[""fruit"",""herbal"",""floral""]",Chicken|Fish|Seafood|Spicy Food|Vegetables,0.847,"Bright pale-medium straw colour with some green hues. This delicious Riesling has a flamboyant lifted nose displaying floral citrus and tropical notes. These characters carry through on the palate, underpinned with lime and citrus, and a hint of guava with a soft finish of surprising length.","<div class=""prod-desc"">
<p>Bright pale-medium straw colour with some green hues. This delicious Riesling has a flamboyant lifted nose displaying floral citrus and tropical notes. These characters carry through on the palate, underpinned with lime and citrus, and a hint of guava with a soft finish of surprising length.</p>
</div>",,479,validated,2,74,29,15,15,5,10,wine,region; vintage,desc_en_short too long (> 200 chars); Missing region; Missing vintage for wine product
WWW2410DD,WWW2410,Angove  Long Row Chardonnay,White Wine,Medium straw with brilliant pale gold hues are highlighted in the glass.,Chardonnay,Australia,,,,,Angove,Chardonnay,Medium,Medium,Low,"[""fruit"",""oak"",""mineral""]",Chicken|Fish|Seafood|Vegetables,0.847,"Medium straw with brilliant pale gold hues are highlighted in the glass. Aromas of stone fruit, ripe melons and a hint of toasty oak consume the senses. Abundant ripe tropical fruit flavours fill the mouth followed by some nutty and toasty characters and a long soft finish.","<div class=""prod-desc"">
<p>Medium straw with brilliant pale gold hues are highlighted in the glass. Aromas of stone fruit, ripe melons and a hint of toasty oak consume the senses. Abundant ripe tropical fruit flavours fill the mouth followed by some nutty and toasty characters and a long soft finish.</p>
</div>",,479,validated,2,74,29,15,15,5,10,wine,region; vintage,desc_en_short too long (> 200 chars); Missing region; Missing vintage for wine product
WWW2415DD,WWW2415,Mount Riley  17 Valley Sauvignon Blanc,White Wine,Pale straw.,Sauvignon Blanc,New Zealand,,,,,Mount Riley,Sauvignon Blanc,Medium,High,Low,"[""earth"",""oak""]",Fish|Seafood|Spicy Food|Vegetables,0.847,"Our Seventeen Valley range is a considered, handcrafted wine for connoisseurs. Our best fruit goes into this range and it's made with our best efforts and only in our best vintages. A special occassion wine, available very selectively.","<div class=""prod-desc"">
<p>Our Seventeen Valley range is a considered, handcrafted wine for connoisseurs. Our best fruit goes into this range and it's made with our best efforts and only in our best vintages. A special occassion wine, available very selectively.</p>
<p>The grapes for this wine were grown on our Cromarty Vineyard in the Southern Valley sub region, which has older soils of clay and glacial outwash. The sauvignon blanc grown on this site is characterized by fruit of excellent concentration with a riper fruit profile and a profound length of flavour.</p>
<p>The grapes were hand-picked and whole bunch pressed to gently extract juice. The juice was then fermented in seasoned French oak barriques with natural indigenous yeast from Mount Riley's vineyard and winery. Lees stirring was carried out post fermentation to build weight, texture and complexity. The wine matured on lees for 8 months post fermentation with no sulphur added until just prior to bottling.</p>
</div>",,825,validated,2,74,29,15,15,5,10,wine,region; vintage,desc_en_short too long (> 200 chars); Missing region; Missing vintage for wine product
WWW4782DD,WWW4782,Antigal  Estimulo Sauvignon Blanc,White Wine,Clear with tints of Green,Sauvignon Blanc,Argentina,,,,,Antigal,Sauvignon Blanc,Medium,High,Low,"[""fruit"",""herbal""]",Fish|Seafood|Spicy Food|Vegetables,0.847,"This wine is clear with tints of green. on the nose Lemon and Grapefruit. on the palate Vibrant flavours of Mangoes, passionfruit and underpinned freshly cut herbs. enjoy with a warm summer's day and Fresh Seafood.","<div class=""prod-desc"">
<p>This wine is clear with tints of green. on the nose Lemon and Grapefruit. on the palate Vibrant flavours of Mangoes, passionfruit and underpinned freshly cut herbs. enjoy with a warm summer's day and Fresh Seafood.</p>
</div>",,655,validated,2,74,29,15,15,5,10,wine,region; vintage,desc_en_short too long (> 200 chars); Missing region; Missing vintage for wine product
WWW4783DD,WWW4783,Antigal  UNO Sauvignon Blanc,White Wine,Pale Yellow,Sauvignon Blanc,Argentina,,,,,Antigal,Sauvignon Blanc,Medium,High,Low,"[""fruit"",""herbal""]",Fish|Seafood|Spicy Food|Vegetables,0.847,"A Fresh Tasting wine that offers fresh nose with herbal notes such as rue, cut grass, mint and tropical like passion fruit, grapefruit, and pineapple. In mouth is fresh with good balance sugar/acidity, round and excellent volume.","<div class=""prod-desc"">
<p>A Fresh Tasting wine that offers fresh nose with herbal notes such as rue, cut grass, mint and tropical like passion fruit, grapefruit, and pineapple. In mouth is fresh with good balance sugar/acidity, round and excellent volume.</p>
</div>",,1075,validated,2,74,29,15,15,5,10,wine,region; vintage,desc_en_short too long (> 200 chars); Missing region; Missing vintage for wine product
