sku,id,name,classification,brand,price,overall_confidence,country,region,subregion,gap_type,stage_order,applicability,ga_priority_rank,ga_priority_score,value_band,subregion_action,priority_score,priority_reason,priority_rank
ABA0039BM,,Metrokane  Vacuum Pump Stoppers - Set Of 4,Accessories,Metrokane  Vacuum Pump Stoppers,495.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,133
ABA0043BM,,Metrokane  Zippity Wine Tool Kit - Metallic Red,Accessories,Metrokane  Zippity Wine Tool Kit,895.00,0.88,,Champagne,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,134
ABA0044BM,,Metrokane  Zippity Wine Tool Kit - Silver,Accessories,Metrokane  Zippity Wine Tool Kit,895.00,0.88,,Champagne,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,135
ABA0046BM,,Metrokane  Faucet Corkscrew - White,Accessories,Metrokane  Faucet Corkscrew,695.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,136
ABA0047BM,,Metrokane  Faucet Corkscrew - Black,Accessories,Metrokane  Faucet Corkscrew,695.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,137
ABA0048BM,,Metrokane  Rabbit Self-Pulling Corkscrew Pocket,Accessories,Metrokane,795.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,138
ABA0049BM,,Metrokane  Rabbit Self-Pulling Corkscrew,Accessories,Metrokane,795.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,139
ABA0062BM,,Metrokane  Rabbit Wine Rack Space Saver - 6 Bottles,Accessories,Metrokane  Rabbit Wine Rack Space Saver,895.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,140
ABA0063BM,,Metrokane  Rabbit Ah So! Two-Prong Cork Remover,Accessories,Metrokane,695.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,141
ABA0064BM,,Rabbit  Aerating Pourer,Accessories,Rabbit,895.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,142
ABA0065BM,,Metrokane  Velvet Foil Cutter,Accessories,Metrokane,250.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,143
ABA0075BM,,Rabbit  Super Aerator,Accessories,Rabbit,695.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,144
ABA0076BM,,Metrokane  Rabbit Pourer W/Stopper - Stainless - Set Of 2,Accessories,Metrokane  Rabbit Pourer W/Stopper,495.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,145
ABA0100BM,,Metrokane  V-Gauge Stoppers - Set Of 2,Accessories,Metrokane  V-Gauge Stoppers,595.00,0.82,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,146
ABA0103BM,,Metrokane  Rabbit Ice Bucket W/Stainless Tongs - Blue,Accessories,Metrokane  Rabbit Ice Bucket W/Stainless Tongs,895.00,0.88,,Champagne,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,147
ABA0104BM,,Metrokane  Rabbit Ice Bucket W/Stainless Tongs - Red,Accessories,Metrokane  Rabbit Ice Bucket W/Stainless Tongs,895.00,0.88,,Champagne,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,148
ABA0122BM,,Metrokane  Rabbit Double Jigger,Accessories,Metrokane,595.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,149
ABA0123BM,,Metrokane  Rabbit Cocktail Strainer,Accessories,Metrokane,595.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,150
ABA0124BM,,Metrokane  Rabbit Mojito Muddler,Accessories,Metrokane,595.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,151
ABA0125BM,,Metrokane  Rabbit Pocket Flask,Accessories,Metrokane,895.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,152
ABA0126BM,,Metrokane  Rabbit Adjustable Jigger,Accessories,Metrokane,495.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,153
ABA0127BM,,Metrokane  Rabbit Springing Muddler,Accessories,Metrokane,795.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,154
ABA0129BM,,Rabbit  Jumbo Chilling Stones - Set Of 2,Accessories,Rabbit  Jumbo Chilling Stones,995.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,155
ABA0130BM,,Rabbit  Hip Flask,Accessories,Rabbit,895.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,156
ABA0135CQ,,Jiggers  Boston Shaker (weighted base) Tin only - 28oz,Accessories,Jiggers  Boston Shaker (weighted base) Tin only,600.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,157
ABA0137CQ,,Jiggers  Speed Shaker (weighted base) - 16oz,Accessories,Jiggers  Speed Shaker (weighted base),400.00,0.82,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,158
ABA0143CQ,,Jiggers  Dash Bottle (Large) - 10oz,Accessories,Jiggers  Dash Bottle (Large),430.00,0.82,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,159
ABA0155CQ,,Jiggers  1 - 2oz,Accessories,Jiggers  1,260.00,0.82,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,160
ABA0156CQ,,Jiggers  3/4 - 1 1/2oz,Accessories,Jiggers  3/4,260.00,0.82,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,161
ABA0159CQ,,Jiggers  Thimble wine measure - 125 ml,Accessories,Jiggers  Thimble wine measure,530.00,0.82,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,162
ABA0166CQ,,"Jiggers  Clam Citrus Squeezer, Yellow/Green",Accessories,Jiggers  Clam Citrus Squeezer,380.00,0.82,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,163
ABA0167CQ,,"Jiggers  Lime Squeezer, with Strainer",Accessories,Jiggers  Lime Squeezer,330.00,0.82,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,164
ABA0321CQ,,Jiggers  Speed Shaker (weighted base) - 20oz,Accessories,Jiggers  Speed Shaker (weighted base),560.00,0.82,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,165
ABA0384BT,,Habanos  Cutter Plastic,Accessories,Habanos,300.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,166
ABA0402BM,,Koala  High Tech Deluxe Corkscrew - Black,Accessories,Koala  High Tech Deluxe Corkscrew,395.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,167
ABA0403BM,,Koala  Set Wine Lovers - Black,Accessories,Koala  Set Wine Lovers,695.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,168
ABA0404BM,,Koala  Vacuum Pump Stopper ( 2 in 1 ) - Black,Accessories,Koala  Vacuum Pump Stopper ( 2 in 1 ),395.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,169
ABA0405BM,,Koala  Foil Cutter & Drip Stop - 1 each,Accessories,Koala  Foil Cutter & Drip Stop,350.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,170
ABA0410BM,,koala  Barrel Air 2 In 1 - Bottle Aerator & Antidrop,Accessories,koala  Barrel Air 2 In 1,695.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,171
ABA0426BM,,GEFU  Corkscrew Moltovino,Accessories,GEFU,795.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,172
ABA0447BM,,GEFU  Screw-top and crown-cap opener BOTTARE,Accessories,GEFU,695.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,173
ABA0448BM,,GEFU  Bottle stopper BOTELO - Set of 2,Accessories,GEFU  Bottle stopper BOTELO,295.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,174
ABA0449BM,,GEFU  Crown caps PEPP (Set of 4),Accessories,GEFU,495.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,175
ABA0486BM,,Koala  AC Bucket - Transparent,Accessories,Koala  AC Bucket,795.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,176
ABA0499BM,,Koala  Apron Short - Black,Accessories,Koala  Apron Short,795.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,177
ABA0512BM,,Koala  Vacuum Pump Stopper 2-in-1 - Gold,Accessories,Koala  Vacuum Pump Stopper 2-in-1,595.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,178
ABA0513BM,,Koala  Bako Deluxe Corkscrew - Gold,Accessories,Koala  Bako Deluxe Corkscrew,895.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,179
ABA0519BM,,Koala  Set Deluxe - Gold,Accessories,Koala  Set Deluxe,995.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,180
ABA0534BM,,GEFU  Glass Straws FUTURE 23 cm (Black) - Set of 4,Accessories,GEFU  Glass Straws FUTURE 23 cm (Black),495.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,181
ABA0575BM,,BarCraft  Cocktail Shaker Blue Brass Finish (900 ml),Accessories,BarCraft,995.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,182
ABA0580BM,,BarCraft  Cocktail Shaker (700 ml) - Stainless steel,Accessories,BarCraft  Cocktail Shaker (700 ml),995.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,183
ABA0583BM,,BarCraft  Cocktail Shaker (700 ml) - Hammered Stainless Steel,Accessories,BarCraft  Cocktail Shaker (700 ml),995.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,184
ABA0584BM,,BarCraft  Double Walled Moscow Mule Mug (370 ml) - Copper Finish,Accessories,BarCraft  Double Walled Moscow Mule Mug (370 ml),895.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,185
ABA0592BM,,BarCraft  Mini Drinks Jars (60 ml) - Set of 6,Accessories,BarCraft  Mini Drinks Jars (60 ml),595.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,186
ABA0654FQ,,Premium  Champagne Stopper,Accessories,Premium,99.00,0.82,,Champagne,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,187
ABA0671FW,,"The 4 Barmen  Japanese Style Jigger (Mirror, Bronze)",Accessories,The 4 Barmen  Japanese Style Jigger (Mirror,359.00,1.00,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,188
ABA0679FW,,The 4 Barmen  Classic Barspoon (Mirrored Bronze),Accessories,Classic Barspoon,239.00,1.00,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,189
ABA0680FW,,The 4 Barmen  Classic Barspoon (Brushed Silver),Accessories,Classic Barspoon,179.00,1.00,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,190
ABA0704FW,,The 4 Barmen  Julep Cup Finish: Mirrored Bronze (350 ml),Accessories,Julep Cup,449.00,1.00,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,191
ABA0705FW,,The 4 Barmen  Julep Cup (Brushed Silver) (350 ml),Accessories,Julep Cup,359.00,1.00,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,192
ABA0762FW,,"Vacu Vin  Wine Saver Black (1 Pump, 2 Wine Stoppers)",Accessories,Vacu Vin  Wine Saver Black (1 Pump,999.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,193
GLQ0022BR,,Glencairn Official Whisky Glass,Glassware,Glencairn,690.00,0.88,,,,country,1,actionable,,,core_value,,265.00,country-first gap | high confidence context,194
ABA0142CQ,,Jiggers  Dash Bottle - 5oz,Accessories,Jiggers  Dash Bottle,240.00,0.52,,,,country,1,actionable,,,core_value,,250.00,country-first gap,195
ABA0157CQ,,Jiggers  1/2-3/4oz,Accessories,Jiggers  1,240.00,0.52,,,,country,1,actionable,,,core_value,,250.00,country-first gap,196
ABA0162CQ,,"Jiggers  Muddler, Black with Mesh End & Handle",Accessories,Jiggers  Muddler,240.00,0.52,,,,country,1,actionable,,,core_value,,250.00,country-first gap,197
ABA0163CQ,,"Jiggers  Muddler, White with Mesh End & Handle",Accessories,Jiggers  Muddler,240.00,0.52,,,,country,1,actionable,,,core_value,,250.00,country-first gap,198
ABA0164CQ,,"Jiggers  Muddler, Black with flat end",Accessories,Jiggers  Muddler,140.00,0.52,,,,country,1,actionable,,,core_value,,250.00,country-first gap,199
ABA0165CQ,,"Jiggers  Muddler, White with mesh end",Accessories,Jiggers  Muddler,140.00,0.52,,,,country,1,actionable,,,core_value,,250.00,country-first gap,200
ABA0220CQ,,Jiggers  Stainless Steel Open Ashtray - 10 cm,Accessories,Jiggers  Stainless Steel Open Ashtray,200.00,0.52,,,,country,1,actionable,,,core_value,,250.00,country-first gap,201
ABA0791GP,,Garnish Tweezers - Copper Finish (30 cm),Accessories,Garnish Tweezers,350.00,0.70,,,,country,1,actionable,,,core_value,,250.00,country-first gap,202
ABA0792GP,,Julep Cup - Classic Stainless Steel,Accessories,Julep Cup,350.00,0.76,,,,country,1,actionable,,,core_value,,250.00,country-first gap,203
ABA0793GP,,Julep Spoon Straw - Stainless Steel (20 cm),Accessories,Julep Spoon Straw,200.00,0.70,,,,country,1,actionable,,,core_value,,250.00,country-first gap,204
ABA0794GP,,Classic Barspoon - Stainless Steel (31 cm),Accessories,Classic Barspoon,250.00,0.76,,,,country,1,actionable,,,core_value,,250.00,country-first gap,205
ABA0795GP,,Copper Barspoon - Copper Plated (33 cm),Accessories,Copper Barspoon,280.00,0.76,,,,country,1,actionable,,,core_value,,250.00,country-first gap,206
ABA0796GP,,Proflow Pourer - Strainless Steel Pourer (3 pcs / set),Accessories,Proflow Pourer,150.00,0.70,,,,country,1,actionable,,,core_value,,250.00,country-first gap,207
ABA0797GP,,Barflow Pourer - Plastic pourer (3 pcs / set),Accessories,Barflow Pourer,150.00,0.70,,,,country,1,actionable,,,core_value,,250.00,country-first gap,208
ABA0798GP,,Speed Opener Double Side - Stainless Steel,Accessories,Speed Opener Double Side,150.00,0.76,,,,country,1,actionable,,,core_value,,250.00,country-first gap,209
ABA0799GP,,Tiki Mugs - Green,Accessories,Tiki Mugs,500.00,0.76,,,,country,1,actionable,,,core_value,,250.00,country-first gap,210
ABA0800GP,,Tiki Mugs - Brown,Accessories,Tiki Mugs,500.00,0.76,,,,country,1,actionable,,,core_value,,250.00,country-first gap,211
ABA0801GP,,Absinthe Retro Strainer - Stainless Steel,Accessories,Absinthe Retro Strainer,300.00,0.76,,,,country,1,actionable,,,core_value,,250.00,country-first gap,212
ABA0802GP,,Triangle Julep Strainer - Stainless Steel,Accessories,Triangle Julep Strainer,500.00,0.70,,,,country,1,actionable,,,core_value,,250.00,country-first gap,213
ABA0803GP,,Traditional Julep Strainer - Stainless Steel,Accessories,Traditional Julep Strainer,500.00,0.70,,,,country,1,actionable,,,core_value,,250.00,country-first gap,214
ABA0804GP,,Shell Julep Strainer - Stainless Steel,Accessories,Shell Julep Strainer,500.00,0.76,,,,country,1,actionable,,,core_value,,250.00,country-first gap,215
LGN0061CM,,Iron Balls Gin (700 ml),Gin,Iron Balls,1800.00,0.83,Thailand,,,region,2,actionable,9,49.20,mid_value,,531.00,GA rank #9 | region-first gap | spirits lane | mid value | high confidence context,216
LGN0194BU,,Tanqueray  Flor de Sevilla (700 ml),Gin,Tanqueray,1299.00,0.89,England,,,region,2,actionable,26,27.40,mid_value,,514.00,GA rank #26 | region-first gap | spirits lane | mid value | high confidence context,217
LWH1136ES,,Prakaan  Single Malt Whisky Tribura Series Peated Malt (700 ml),Whisky,Prakaan,2495.00,1.00,Thailand,,,region,2,actionable,29,26.20,mid_value,,511.00,GA rank #29 | region-first gap | spirits lane | mid value | high confidence context,218
LBD0166AA,,Vecchia Romagna  Riserva Tre Botti Brandy (700 ml),Brandy,Vecchia Romagna,2189.00,0.89,Italy,,,region,2,actionable,39,21.20,mid_value,,501.00,GA rank #39 | region-first gap | spirits lane | mid value | high confidence context,219
LGN0006AA,,Hendrick's Gin (700 ml),Gin,Hendrick,2099.00,0.89,England,,,region,2,actionable,51,17.00,mid_value,,489.00,GA rank #51 | region-first gap | spirits lane | mid value | high confidence context,220
LRM0161ES,,Phraya  Elements Rum (700 ml),Rum,Phraya,985.00,0.89,Thailand,,,region,2,actionable,44,20.20,core_value,,476.00,GA rank #44 | region-first gap | spirits lane | high confidence context,221
LKS0001GM,,Kook Soon Dang   Ssal Makgeollii (750 ml) (Pack 20 Bottles),Korean Wine,Kook Soon Dang,3580.00,0.89,Korea,,,region,2,actionable,,,high_value,,295.00,region-first gap | wine-like classification | high value | high confidence context,222
LKS0002GM,,Kook Soon Dang   Peach Makgeollii (750 ml) (Pack 20 Bottles),Korean Wine,Kook Soon Dang,3580.00,0.89,Korea,,,region,2,actionable,,,high_value,,295.00,region-first gap | wine-like classification | high value | high confidence context,223
