sku,name,classification,country,region,subregion,short_description,description,updated_at,magento_readiness,quality_blockers,quality_warnings,current_validation_status,enrichment_quality_grade,review_priority,popularity_revenue_90d,popularity_orders_90d,wn_stock
LRM0035BU,Captain Morgan  Jamaica Rum (700 ml),Wine product,Jamaica,Jamaica,Kingston,,Captain Morgan  Jamaica Rum (700 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,HIGH,0,0,1
LRM0099DG,Plantation  Original Dark Rum (700 ml),Wine product,Jamaica,,,"Multi-island molasses blend double-aged tropically then finished in ex-Ferrand Cognac casks at Château de Bonbonnet, Charentes — reviving 18th-century European dock-ageing.","<p>Alexandre Gabriel built Plantation around a single transgression: treating rum the way Cognac treats eau-de-vie. The <strong>Original Dark</strong> is the house's entry-point expression of that philosophy — a multi-island molasses-based blend that undergoes <strong>two distinct maturation stages</strong> before bottling. <strong>Stage one</strong> takes place in the country of origin, in American white oak ex-bourbon barrels under tropical heat, where the angel's share runs at <strong>6–7% per year</strong> — more than double the rate in France — concentrating the distillate rapidly. <strong>Stage two</strong> moves the rum by sea to <strong>Château de Bonbonnet, Ars, Charentes</strong>, where ex-Ferrand French oak Cognac casks layer dried-fruit character and baking-spice structure onto the Caribbean base. The molasses feedstock — sourced across multiple islands — delivers the dense, caramelised backbone that defines the blend. What sets Original Dark apart within the Plantation range is its role as the most direct expression of the double-ageing concept in stripped-back, accessible form: no single-vintage complexity, no cask-strength intensity, just the core architecture of the method at 40–42% ABV. Select batches receive the house's <strong>Cognac-style dosage</strong> — toasted brown sugar aged one year in Ferrand Cognac barrels — openly disclosed where applied, a transparency rare in the category.</p>",2026-06-02T14:04:44Z,HOLD,beverage_region_missing,,validated,A,HIGH,0,0,1
LRM0111BU,Malibu  Original Coconut Rum (700 ml),Rum,USA,Caribbean,Barbados,,Malibu  Original Coconut Rum (700 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,HIGH,0,0,1
LRM0117DR,Bacardi  Carta Blanca (White Rum) (1 L),Rum,Cuba,Caribbean,,,,2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,needs_review,,HIGH,0,0,1
LRM0188GD,Kosapan Rum (700 ml),Wine product,Thailand,,,,Kosapan  Sugarcane Rum (700 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short; beverage_region_missing,,validated,,HIGH,0,0,1
LRM0190ER,The Colonist  Black Spiced Rum (700 ml),Rum,Belgium,Belgium,,,The Colonist  Black Spiced Rum (700 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,validated,,HIGH,0,0,1
LRM0195BU,Havana Club  7 Years Rum (750 ml),Wine product,Cuba,Cuba,Santiago de Cuba,,Havana Club  7 Years Rum (750 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,HIGH,0,0,1
LTQ0062BU,Sierra  Blanco (700 ml),Wine product,Mexico,Jalisco,,,Sierra  Blanco (700 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,validated,,HIGH,0,0,1
LVK0048BU,Smirnoff  Vodka (700 ml),Wine product,Russia,,,,Smirnoff  Vodka (700 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short; beverage_region_missing,,validated,,HIGH,0,0,1
LVK0071BU,Ketel One  Vodka  (750 ml),Wine product,Netherlands,Schiedam,,,Ketel One  Vodka  (750 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,missing_subregion,validated,,HIGH,0,0,1
LWH0036BU,Ballantine's  Finest (700 ml),Wine product,Scotland,Scotland,Speyside,,Ballantine's  Finest (700 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,HIGH,0,0,1
LWH0137AE,Glenfarclas  Single Highland Malt Whisky 12 Years (700 ml),Whisky,Scotland,Speyside,Speyside,"Direct gas-fired Speyside malt from Ben Rinnes, sixth-generation Grant family, matured exclusively in Spanish Oloroso sherry butts at 43% ABV.","<p>When the Grant family reverted from steam coils back to <strong>direct gas-fired pot stills</strong> within weeks of switching in the early 1980s, it was because the spirit had lost something irreplaceable — the Maillard-driven caramelisation and oily density that only open flame beneath copper produces. That decision defines every drop of Glenfarclas 12 Year Old. <strong>Rechlerich Farm, Ballindalloch, Banffshire</strong> — at the north-western foot of Ben Rinnes at roughly 244 m elevation — supplies process water from the mountain's own springs: soft, lightly mineral, and consistent across decades. The distillery's three wash stills (~29,600 L each) and three spirit stills (~25,000 L each) run slowly, with pronounced reflux through large boil balls, building a robust new make filled into cask at <strong>63.5% ABV</strong>. Maturation proceeds in <strong>Spanish Oloroso sherry butts sourced exclusively from José Miguel Martín</strong>, held in traditional dunnage warehouses — earth floors, stone walls, three stacks high — where temperature swings are gradual and extraction measured. The 12 Year Old is bottled at <strong>43% ABV with natural colour and no chill-filtration omitted only at 46%+</strong>, placing it at the richer, more structured end of age-stated Speyside. Uniquely, Glenfarclas maintains no NAS expressions in its core range — every bottle carries a declared age, a discipline almost no peer sustains commercially.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,needs_review,A,HIGH,0,0,1
LWH0179BU,Buffalo Trace  Bourbon Whisky (750 ml),Wine product,USA,Kentucky,Frankfort,,Buffalo Trace  Bourbon Whisky (750 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,HIGH,0,0,1
LWH0185AE,Kilchoman  Machir Bay  (700 ml),Whisky,Scotland,Islay,Islay,"Islay single malt with robust peat smoke, coastal brine, and warming oak—a full-bodied dram for serious whisky enthusiasts.","<p>Kilchoman Machir Bay is a non-age-statement single malt Scotch whisky from Islay, Scotland's most peat-forward whisky region. The spirit delivers a characteristic smoky profile anchored by maritime peat, complemented by heathery floral notes and dark fruit undertones. Maturation in oak casks imparts vanilla sweetness and caramel warmth, while extended aging introduces layers of black pepper spice and subtle dried seaweed minerality. The medium-full body and balanced structure make it approachable yet complex, suitable for neat sipping or with a splash of water to open the palate.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,needs_review,B,HIGH,0,0,1
LWH0329AA,Jim Beam  White Label Straight Bourbon Whiskey (700 ml),Whisky,USA,Kentucky,Kentucky,Kentucky straight bourbon with vanilla oak and subtle spice; approachable everyday whiskey.,"<p>Jim Beam White Label is a Kentucky straight bourbon whiskey offering a straightforward, accessible profile. The spirit leads with vanilla and oak character from barrel maturation, supported by gentle spice notes and a smooth, warming finish. Designed for versatility—sipped neat, on the rocks, or in classic cocktails—this commercial-grade bourbon delivers consistent flavor without complexity.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,needs_review,C,HIGH,0,0,1
LWH0383BU,Bulleit  Bourbon (700 ml),Wine product,USA,Kentucky,Kentucky,,Bulleit  Bourbon (700 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,region_equals_subregion,validated,,HIGH,0,0,1
LWH1135ES,Prakaan  Single Malt Whisky Tribura Series Select Cask (700 ml),Wine product,Thailand,Chiang Mai,Northern Thailand,,Prakaan  Single Malt Whisky Tribura Series Select Cask (700 ml),2026-06-02T14:04:44Z,HOLD,description_missing_or_too_short; short_description_missing_or_too_short,,validated,,HIGH,0,0,1
WRW0282AD,Concha Y Toro  Reservado Cabernet Sauvignon,Red Wine,Chile,Maipo Valley,Maipo Valley,"Chilean Cabernet Sauvignon from Maipo Valley with dark fruit, cedar, and balanced structure—food-friendly everyday premium.","<p>Concha y Toro's Reservado Cabernet Sauvignon from Chile's Maipo Valley delivers a classic expression of the varietal with medium-full body and approachable tannin structure. Dark cherry and blackcurrant dominate the nose, supported by cedar and subtle vanilla oak from careful aging. The palate shows good balance between fruit intensity and acidity, with layers of black pepper and cocoa that evolve toward herbaceous and earthy notes. A versatile, well-crafted wine suited to everyday entertaining and food pairing.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,needs_review,B,HIGH,0,0,1
WRW2369AD,Torbreck  Shiraz Woodcutter's,Red Wine,Australia,Barossa Valley,Barossa Valley,"Ripe Barossa Shiraz with blackberry, plum, and oak—a food-friendly, approachable red for fine dining.","<p>Torbreck's Woodcutter's Shiraz is a medium-full-bodied red from Australia's Barossa Valley, built on a foundation of ripe blackberry and plum fruit. Oak and vanilla from winemaking add structure and warmth, while black pepper and subtle smoke provide complexity. The wine balances richness with accessibility, making it equally at home with grilled meats, braised beef, or roasted poultry. A versatile, well-crafted expression of Shiraz suited to both casual entertaining and fine dining occasions.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,validated,A,HIGH,0,0,1
WRW3023BN,Martinborough Vineyard  Pinot Noir Te Tera,Red Wine,New Zealand,Martinborough,Martinborough,"Elegant Martinborough Pinot Noir with bright red fruit, silky tannins, and mineral-driven freshness.","<p>Martinborough Vineyard's Te Tera Pinot Noir showcases the region's signature elegance and restraint. Bright raspberry and red cherry dominate the palate, supported by subtle earthy minerality and a silky, refined tannin structure. High acidity provides freshness and food-friendliness, making this wine equally at home as an aperitif or paired with lighter proteins and vegetable-forward dishes. A classic expression of New Zealand Pinot Noir terroir.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,needs_review,A,HIGH,0,0,1
WRW3065BS,Luccarelli  Negroamaro Puglia IGP,Red Wine,Italy,Puglia,Puglia,"Smooth Negroamaro from Puglia with dark fruit, smoke, and peppery spice. Full-bodied, food-friendly, and eminently drinkable.","<p>Luccarelli's Negroamaro from Puglia delivers a bold, fruit-forward profile anchored by dark cherry and raspberry with supporting notes of smoke and black pepper. Medium-full bodied with rounded, well-integrated tannins, this wine balances richness with approachability. The palate shows good structure and complexity without heaviness, making it an excellent everyday red for grilled meats, tomato-based pasta, and Mediterranean cuisine.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,validated,A,HIGH,0,0,1
WRW3305DD,Viu Manent  Estate Collection Reserva Merlot,Red Wine,Chile,Colchagua Valley,Colchagua Valley,"Colchagua Merlot with ripe dark fruit, cocoa, and approachable tannins—a versatile Chilean red for everyday dining.","<p>Viu Manent's Estate Collection Reserva Merlot from Colchagua Valley presents a classic expression of the varietal in its Chilean context. The wine displays ripe plum and black cherry on the nose, supported by subtle cocoa and spice notes from careful oak aging. On the palate, medium-full body and soft, integrated tannins create an approachable yet structured wine suitable for a range of table settings—from grilled meats and braised beef to roasted poultry and tomato-based pasta dishes.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,validated,B,HIGH,0,0,1
WRW3306DD,Viu Manent  Estate Collection Reserva Cabernet Sauvignon,Red Wine,Chile,Colchagua Valley,Colchagua Valley,"Colchagua Cabernet with dark fruit depth, cedar spice, and food-friendly structure—a reliable Chilean red for grilled meats and aged cheese.","<p>Viu Manent's Estate Collection Reserva Cabernet Sauvignon from Colchagua Valley presents a classic Chilean expression of the varietal. Dominated by blackcurrant and dark cherry on the nose, with supporting notes of cedar and cocoa from careful oak aging, the wine develops a medium-full body and balanced tannin structure suited to serious food pairing. A touch of Malbec (3%) adds subtle plum complexity and textural refinement. On the palate, spice and dark fruit lead, with tertiary tobacco and leather emerging as the wine opens, suggesting modest aging potential. Ideal for grilled red meat, braised beef, or lamb dishes; equally at home with aged hard cheeses and earthy preparations.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,validated,B,HIGH,0,0,1
WRW4209GX,Little Beauty  Marlborough 'Limited Edition' Pinot Noir,Red Wine,New Zealand,Marlborough,Marlborough,"Elegant Marlborough Pinot Noir with bright red fruit, silky tannins, and fresh minerality—a versatile summer wine.","<p>Little Beauty's Limited Edition Marlborough Pinot Noir showcases the region's signature elegance and restraint. Bright red fruit and raspberry dominate the nose and palate, supported by subtle earth and mineral notes that speak to the vineyard's terroir. The wine's silky tannin structure and vibrant acidity make it refreshing and food-friendly, equally at home with roasted poultry, mushroom risotto, or charcuterie. A graceful expression of New Zealand Pinot Noir that rewards both casual sipping and thoughtful pairing.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,validated,A,HIGH,0,0,1
WRW5098BU,Campo Viejo  Winemaker's Art (750 ml),Red Wine,Spain,Rioja,Rioja,"Bold Tempranillo from Rioja with ripe plum, cherry, and leather—a versatile, well-structured red for grilled meats and hearty fare.","<p>Campo Viejo's Winemaker's Art is a single-varietal Tempranillo from Spain's prestigious Rioja region, crafted to deliver approachable complexity at a competitive price point. The wine opens with dominant dark plum and red cherry aromatics, supported by subtle vanilla oak and leather undertones that reflect careful winemaking. Medium-full body and balanced acidity make it food-friendly across a range of occasions—from casual weeknight dinners to more formal entertaining. The finish is long and dry, with emerging tobacco and dried herb notes that add intrigue to the mid-palate.</p>",2026-06-02T14:04:44Z,REVIEW,,region_equals_subregion,validated,A,HIGH,0,0,1
